Name,Size,Type,Alignment,HP,AC,Speed,Challenge_Rating,XP,STR,STR_Mod,DEX,DEX_Mod,CON,CON_Mod,INT,INT_Mod,WIS,WIS_Mod,CHA,CHA_Mod,Saving_Throws,Skills,Vulnerabilities,Damage_Vulnerabilities,Resistances,Immunities,Condition_Immunities,Passive_Perception,Senses,Languages,Traits,Actions,Reactions,Legendary_Actions,Legendary_Actions_Num,Bonus_Actions,Source_Name,Image_URL,cr_numeric,actual_hp,ac_value,speed_ground,speed_fly,speed_swim,speed_burrow,speed_climb,max_speed,movement_types_count,has_flying,size_ordinal,save_proficiency_count,skill_proficiency_count,resistance_count,immunity_count,vulnerability_count,condition_immunity_count,has_darkvision,darkvision_range,has_blindsight,has_truesight,has_tremorsense,passive_perception,action_count,reaction_count,bonus_action_count,has_legendary_actions,legendary_action_count,legendary_actions_per_round,highest_attack_bonus,highest_save_dc,estimated_dpr,feature_dpr,legendary_dpr,total_dpr,has_legendary_resistance,has_magic_resistance,has_regeneration,has_spellcasting,has_grapple,legendary_conditions,inflicts_poisoned,inflicts_blinded,inflicts_charmed,inflicts_deafened,inflicts_frightened,inflicts_incapacitated,inflicts_paralyzed,inflicts_petrified,inflicts_restrained,inflicts_stunned,inflicts_prone,has_advantage_condition,has_disadvantage_condition,has_attackers_advantage,feature_aggressive,feature_ambusher,feature_amorphous,feature_amphibious,feature_angelic_weapons,feature_antimagic_susceptibility,feature_avoidance,feature_blind_senses,feature_blood_frenzy,feature_breath_weapon,feature_brute,feature_charge,feature_charm,feature_constrict,feature_damage_absorption,feature_damage_transfer,feature_death_burst,feature_devils_sight,feature_dive_attack,feature_echolocation,feature_elemental_body,feature_enlarge,feature_etherealness,feature_false_appearance,feature_fey_ancestry,feature_fiendish_blessing,feature_flyby,feature_frightful_presence,feature_grapple,feature_grappler,feature_hold_breath,feature_horrifying_visage,feature_illumination,feature_immutable_form,feature_incorporeal_movement,feature_innate_spellcasting,feature_invisibility,feature_keen_senses,feature_labyrinthine_recall,feature_leadership,feature_legendary_resistance,feature_life_drain,feature_light_sensitivity,feature_magic_resistance,feature_magic_weapons,feature_martial_advantage,feature_mimicry,feature_nightmare_haunting,feature_nimble_escape,feature_otherworldly_perception,feature_pack_tactics,feature_parry,feature_possession,feature_pounce,feature_prone,feature_psychic_defense,feature_rampage,feature_read_thoughts,feature_reckless,feature_redirect_attack,feature_reel,feature_regeneration,feature_rejuvenation,feature_relentless,feature_shadow_stealth,feature_shapechange,feature_siege_monster,feature_slippery,feature_sneak_attack,feature_spell_immunity,feature_spellcasting,feature_spider_climb,feature_standing_leap,feature_steadfast,feature_stench,feature_sunlight_sensitivity,feature_superior_invisibility,feature_sure_footed,feature_surprise_attack,feature_swallow,feature_teleport,feature_terrain_camouflage,feature_threatening_reach,feature_tunneler,feature_turn_immunity,feature_turn_resistance,feature_two_heads,feature_web,feature_web_sense,feature_web_walker,feature_wounded_fury,feature_ac,feature_attack,total_ac,total_attack,hp_baseline,ac_baseline,attack_baseline,dpr_baseline,dc_baseline,size_ordinal_baseline,speed_ground_baseline,fly_speed_baseline,speed_fly_deviation,darkvision_baseline,darkvision_deviation,ac_deviation,attack_deviation,dpr_deviation,save_dc_deviation,size_ordinal_deviation,speed_ground_deviation,feature_hp,hp_after_phase1,resistance_multiplier,immunity_multiplier,hp_after_phase2,resistance_penalty,immunity_penalty,total_defensive_penalty,hp_after_resist_immun_penalty,has_legendary_resistance_scaled,has_regeneration_scaled,residual_hp,family,cr_tier
Giant Scorpion,Large,beast,Unaligned,52 (7d10+14),15 (Natural Armor),40 ft.,3,700,15,2,13,1,15,2,1,-5,9,-1,3,-4,—,—,—,—,—,—,—,9,Blindsight 60 Ft.,—,—,"[{""Name"":""Claw"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""4"",""Reach"":""5 ft."",""Target"":""one target"",""Damage"":""1d8 + 2"",""Damage Type"":""bludgeoning"",""Desc"":""The target is grappled (Escape DC 12) The scorpion has two claws, each of which can grapple only one target""},{""Name"":""Multiattack"",""Desc"":""The scorpion makes three attacks: two with its claws and one with its sting.""},{""Name"":""Sting"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""4"",""Reach"":""5 ft."",""Target"":""one creature"",""Damage"":""1d10 + 2"",""Damage Type"":""piercing"",""Desc"":""The target must make a DC 12 Constitution saving throw, taking 22 (4d10) poison damage on a failed save, or half as much damage on a successful one.""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390068488/vLzV3kZSNYBrgIx9KJpdFw/original.png,3.0,52,15,40,0,0,0,0,40,1,0,3,0,0,0,0,0,0,0,0,1,0,0,10,3,0,0,0,0,0,4.0,12,31.5,0.0,0,31.5,0,0,0,0,1,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4.0,78.0,13.0,5.0,23.0,13.0,2.0,30.0,40,0,60,0,2.0,-1.0,8.5,-1.0,1.0,10.0,0.0,78.0,0.125,0.25,72.5,0.0,0.0,0.0,72.5,0.0,0.0,-20.5,giant,cr2
Owlbear,Large,monstrosity,Unaligned,59 (7d10+21),13 (Natural Armor),40 ft.,3,700,20,5,12,1,17,3,3,-4,12,1,7,-2,—,Perception +3,—,—,—,—,—,13,Darkvision 60 Ft.,—,"[{""Name"":""Keen Sight and Smell"",""Desc"":""The owlbear has advantage on Wisdom (Perception) checks that rely on sight or smell.""}]","[{""Name"":""Multiattack"",""Desc"":""The owlbear makes two attacks: one with its beak and one with its claws.""},{""Name"":""Beak"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""7"",""Reach"":""5 ft."",""Target"":""one creature"",""Damage"":""1d10 + 5"",""Damage Type"":""piercing""},{""Name"":""Claws"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""7"",""Reach"":""5 ft."",""Target"":""one target"",""Damage"":""2d8 + 5"",""Damage Type"":""slashing""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390066493/9dTiCr5IkqEIGU2VbuDnMw/original.png,3.0,59,13,40,0,0,0,0,40,1,0,3,0,1,0,0,0,0,1,60,0,0,0,10,3,0,0,0,0,0,7.0,0,24.5,0.0,0,24.5,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7.0,78.0,13.0,5.0,23.0,13.0,2.0,30.0,40,0,60,0,0.0,2.0,1.5,0.0,1.0,10.0,0.0,78.0,0.125,0.25,70.5,0.0,0.0,0.0,70.5,0.0,0.0,-11.5,beast,cr2
Phase Spider,Large,monstrosity,Unaligned,32 (5d10+5),13 (Natural Armor),"30 ft., climb 30 ft.",3,700,15,2,15,2,12,1,6,-2,10,0,6,-2,—,Stealth +6,—,—,—,—,—,10,Darkvision 60 Ft.,—,"[{""Name"":""Ethereal Jaunt"",""Desc"":""As a bonus action, the spider can magically shift from the Material Plane to the Ethereal Plane, or vice versa.""},{""Name"":""Spider Climb"",""Desc"":""The spider can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.""},{""Name"":""Web Walker"",""Desc"":""The spider ignores movement restrictions caused by webbing.""}]","[{""Name"":""Bite"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""4"",""Reach"":""5 ft."",""Target"":""one creature"",""Damage"":""1d10 + 2"",""Damage Type"":""piercing"",""Damage 2"":""4d8"",""Damage 2 Type"":""poison"",""Desc"":""The target must make a DC 11 Constitution saving throw. On a failed save the target takes the poison damage, or half as much damage on a successful one. If the poison damage reduces the target to 0 hit points, the target is stable but poisoned for 1 hour, even after regaining hit points, and is paralyzed while poisoned in this way.""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390067273/3HhgD6-SWgHHs9JHY-kufQ/original.png,3.0,32,13,30,0,0,0,30,30,2,0,3,0,1,0,0,0,0,1,60,0,0,0,10,1,0,0,0,0,0,4.0,11,25.5,0.0,0,25.5,0,0,0,0,0,[],1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,4.0,78.0,13.0,5.0,23.0,13.0,2.0,30.0,40,0,60,0,0.0,-1.0,2.5,-2.0,1.0,0.0,0.0,78.0,0.125,0.25,88.5,0.0,0.0,0.0,88.5,0.0,0.0,-56.5,beast,cr2
Werewolf,Medium,"humanoid (human, shapechanger)",Chaotic Evil,58 (9d8+18),"11 (In Humanoid Form, 12 In Wolf Or Hybrid Form)",30 ft. (40 ft. in wolf form),3,700,15,2,13,1,14,2,10,0,11,0,10,0,—,Perception +4,—,—,—,"Bludgeoning, Piercing, and Slashing From Nonmagical Attacks Not Made With Silvered Weapons",—,14,—,Common (Can't Speak In Wolf Form),"[{""Name"":""Shapechanger"",""Desc"":""The werewolf can use its action to polymorph into a wolf-humanoid hybrid or into a wolf, or back into its true form, which is humanoid. Its statistics, other than its AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.""},{""Name"":""Keen Hearing and Smell"",""Desc"":""The werewolf has advantage on Wisdom (Perception) checks that rely on hearing or smell.""}]","[{""Name"":""Multiattack (Humanoid or Hybrid Form Only)"",""Desc"":""The werewolf makes two attacks: one with its bite and one with its claws or spear.""},{""Name"":""Bite (Wolf or Hybrid Form Only)"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""4"",""Reach"":""5 ft."",""Target"":""one target"",""Damage"":""1d8 + 2"",""Damage Type"":""piercing"",""Desc"":""If the target is a humanoid, it must succeed on a DC 12 Constitution saving throw or be cursed with werewolf lycanthropy""},{""Name"":""Claws (Hybrid Form Only)"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""4"",""Reach"":""5 ft."",""Target"":""one creature"",""Damage"":""2d4 + 2"",""Damage Type"":""slashing""},{""Name"":""Spear (Humanoid Form Only)"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""4"",""Reach"":""5 ft."",""Target"":""one creature"",""Damage"":""1d8 + 2"",""Damage Type"":""piercing"",""Desc"":""two handed""},{""Name"":""Spear (Humanoid Form Only)"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""4"",""Reach"":""5 ft."",""Target"":""one creature"",""Damage"":""1d6 + 2"",""Damage Type"":""piercing""},{""Name"":""Spear (Humanoid Form Only)"",""Type Attack"":""Weapon Attack"",""Type"":""Ranged"",""Hit Bonus"":""4"",""Reach"":""20/60 ft."",""Target"":""one creature"",""Damage"":""1d6 + 2"",""Damage Type"":""piercing""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390116904/V1XE3gOTz6-hHEg-_jQt3g/original.png,3.0,58,11,30,0,0,0,0,30,1,0,2,0,1,0,3,0,0,0,0,0,0,0,10,6,0,0,0,0,0,4.0,12,7.0,0.0,0,7.0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4.0,78.0,13.0,5.0,23.0,13.0,2.0,30.0,40,0,60,0,-2.0,-1.0,-16.0,-1.0,0.0,0.0,0.0,78.0,0.125,0.25,107.0,0.0,26.75,26.75,80.25,0.0,0.0,-22.25,beast,cr2
Winter Wolf,Large,monstrosity,Neutral Evil,75 (10d10+20),13 (Natural Armor),50 ft.,3,700,18,4,13,1,14,2,7,-2,12,1,8,-1,—,"Perception +5, Stealth +3",—,—,—,Cold,—,15,—,"Common, Giant, Winter Wolf","[{""Name"":""Keen Hearing and Smell"",""Desc"":""The wolf has advantage on Wisdom (Perception) checks that rely on hearing or smell.""},{""Name"":""Pack Tactics"",""Desc"":""The wolf has advantage on an attack roll against a creature if at least one of the wolf's allies is within 5 ft. of the creature and the ally isn't incapacitated.""},{""Name"":""Snow Camouflage"",""Desc"":""The wolf has advantage on Dexterity (Stealth) checks made to hide in snowy terrain.""}]","[{""Name"":""Bite"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""6"",""Reach"":""5 ft."",""Target"":""one target"",""Damage"":""2d6 + 4"",""Damage Type"":""piercing"",""Desc"":""If the target is a creature, it must succeed on a DC 14 Strength saving throw or be knocked prone""},{""Name"":""Cold Breath (Recharge 5-6)"",""Desc"":""The wolf exhales a blast of freezing wind in a 15-foot cone. Each creature in that area must make a DC 12 Dexterity saving throw, taking 18 (4d8) cold damage on a failed save, or half as much damage on a successful one.""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390116926/lokIDnT98-C5Pz_TqRsSIQ/original.png,3.0,75,13,50,0,0,0,0,50,1,0,3,0,2,0,1,0,0,0,0,0,0,0,10,2,0,0,0,0,0,6.0,14,11.0,8.333333333333334,0,19.333333333333336,0,0,0,0,0,[],0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13,7.0,78.0,13.0,5.0,23.0,13.0,2.0,30.0,40,0,60,0,0.0,2.0,-3.6666666666666643,1.0,1.0,20.0,0.0,78.0,0.125,0.25,69.54166666666666,0.0,17.385416666666664,17.385416666666664,52.15624999999999,0.0,0.0,22.843750000000007,beast,cr2
Mummy,Medium,undead,Lawful Evil,58 (9d8+18),11 (Natural Armor),20 ft.,3,700,16,3,8,-1,15,2,6,-2,10,0,12,1,Wis +2,—,Fire,Fire,"bludgeoning, piercing, and slashing from nonmagical attacks","Necrotic, Poisoned","Charmed, Exhaustion, Frightened, Paralyzed, Poisoned",10,Darkvision 60 Ft.,The Languages It Knew In Life,—,"[{""Name"":""Multiattack"",""Desc"":""The mummy can use its Dreadful Glare and makes one attack with its rotting fist.""},{""Name"":""Rotting Fist"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""5"",""Reach"":""5 ft."",""Target"":""one target"",""Damage"":""2d6 + 3"",""Damage Type"":""bludgeoning"",""Damage 2"":""3d6"",""Damage 2 Type"":""necrotic"",""Desc"":""If the target is a creature, it must succeed on a DC 12 Constitution saving throw or be cursed with mummy rot. The cursed target can't regain hit points, and its hit point maximum decreases by 10 (3d6) for every 24 hours that elapse. If the curse reduces the target's hit point maximum to 0, the target dies, and its body turns to dust. The curse lasts until removed by the remove curse spell or other magic""},{""Name"":""Dreadful Glare"",""Desc"":""The mummy targets one creature it can see within 60 ft. of it. If the target can see the mummy, it must succeed on a DC 11 Wisdom saving throw against this magic or become frightened until the end of the mummy's next turn. If the target fails the saving throw by 5 or more, it is also paralyzed for the same duration. A target that succeeds on the saving throw is immune to the Dreadful Glare of all mummies (but not mummy lords) for the next 24 hours.""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390066118/4d5DapirfzxGqG1Ckb7Yfw/original.png,3.0,58,11,20,0,0,0,0,20,1,0,2,1,0,3,2,1,5,1,60,0,0,0,10,3,0,0,0,0,0,5.0,12,20.5,0.0,0,20.5,0,0,0,0,0,[],0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5.0,78.0,13.0,5.0,23.0,13.0,2.0,30.0,40,0,60,0,-2.0,0.0,-2.5,-1.0,0.0,-10.0,0.0,78.0,0.125,0.25,90.5,11.3125,22.625,33.9375,56.5625,0.0,0.0,1.4375,undead,cr2
Minotaur,Large,monstrosity,Chaotic Evil,76 (9d10+27),14 (Natural Armor),40 ft.,3,700,18,4,11,0,16,3,6,-2,16,3,9,-1,—,Perception +7,—,—,—,—,—,17,Darkvision 60 Ft.,Abyssal,"[{""Name"":""Charge"",""Desc"":""If the minotaur moves at least 10 ft. straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be pushed up to 10 ft. away and knocked prone.""},{""Name"":""Labyrinthine Recall"",""Desc"":""The minotaur can perfectly recall any path it has traveled.""},{""Name"":""Reckless"",""Desc"":""At the start of its turn, the minotaur can gain advantage on all melee weapon attack rolls it makes during that turn, but attack rolls against it have advantage until the start of its next turn.""}]","[{""Name"":""Greataxe"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""6"",""Reach"":""5 ft."",""Target"":""one target"",""Damage"":""2d12 + 4"",""Damage Type"":""slashing""},{""Name"":""Gore"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""6"",""Reach"":""5 ft."",""Target"":""one target"",""Damage"":""2d8 + 4"",""Damage Type"":""piercing""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390066079/dNDmYzjSxPRKw353gBSjiQ/original.png,3.0,76,14,40,0,0,0,0,40,1,0,3,0,1,0,0,0,0,1,60,0,0,0,10,2,0,0,0,0,0,6.0,14,17.0,0.0,0,17.0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6.0,78.0,13.0,5.0,23.0,13.0,2.0,30.0,40,0,60,0,1.0,1.0,-6.0,1.0,1.0,10.0,0.0,78.0,0.125,0.25,72.375,0.0,0.0,0.0,72.375,0.0,0.0,3.625,minotaur,cr2
Veteran,Medium,humanoid (any race),Any Alignment,58 (9d8+18),17 (Splint),30 ft.,3,700,16,3,13,1,14,2,10,0,11,0,10,0,—,"Athletics +5, Perception +2",—,—,—,—,—,12,—,Any One Language (Usually Common),—,"[{""Name"":""Multiattack"",""Desc"":""The veteran makes two longsword attacks. If it has a shortsword drawn, it can also make a shortsword attack.""},{""Name"":""Longsword (One-Handed)"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""5"",""Reach"":""5 ft."",""Target"":""one target"",""Damage"":""1d8 + 3"",""Damage Type"":""slashing""},{""Name"":""Longsword (Two-Handed)"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""5"",""Reach"":""5 ft."",""Target"":""one target"",""Damage"":""1d10 + 3"",""Damage Type"":""slashing""},{""Name"":""Shortsword"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""5"",""Reach"":""5 ft."",""Target"":""one target"",""Damage"":""1d6 + 3"",""Damage Type"":""piercing""},{""Name"":""Heavy Crossbow"",""Type Attack"":""Weapon Attack"",""Type"":""Ranged"",""Hit Bonus"":""3"",""Reach"":""100/400 ft."",""Target"":""one target"",""Damage"":""1d10 + 1"",""Damage Type"":""piercing""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390116555/7ms4_HZ0ixjzVYo5MHRoAQ/original.png,3.0,58,17,30,0,0,0,0,30,1,0,2,0,2,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,5.0,0,6.5,0.0,0,6.5,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5.0,78.0,13.0,5.0,23.0,13.0,2.0,30.0,40,0,60,0,4.0,0.0,-16.5,0.0,0.0,0.0,0.0,78.0,0.125,0.25,84.5,0.0,0.0,0.0,84.5,0.0,0.0,-26.5,veteran,cr2
Black Pudding,Large,ooze,Unaligned,85 (10d10+30),7,"20 ft., climb 20 ft.",4,"1,100",16,3,5,-3,16,3,1,-5,6,-2,1,-5,—,—,—,—,—,"Acid, Cold, Lightning, Slashing","Blinded, Charmed, Deafened, Exhaustion, Frightened, Prone",8,Blindsight 60 Ft. (Blind Beyond This Radius),—,"[{""Name"":""Amorphous"",""Desc"":""The pudding can move through a space as narrow as 1 inch wide without squeezing.""},{""Name"":""Corrosive Form"",""Desc"":""A creature that touches the pudding or hits it with a melee attack while within 5 feet of it takes 4 (1d8) acid damage. Any nonmagical weapon made of metal or wood that hits the pudding corrodes. After dealing damage, the weapon takes a permanent and cumulative -1 penalty to damage rolls. If its penalty drops to -5, the weapon is destroyed. Nonmagical ammunition made of metal or wood that hits the pudding is destroyed after dealing damage. The pudding can eat through 2-inch-thick, nonmagical wood or metal in 1 round.""},{""Name"":""Spider Climb"",""Desc"":""The pudding can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.""}]","[{""Name"":""Pseudopod"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""5"",""Reach"":""5 ft."",""Target"":""one target"",""Damage"":""1d6 + 3"",""Damage Type"":""bludgeoning"",""Damage 2"":""4d8"",""Damage 2 Type"":""acid"",""Desc"":""In addition, nonmagical armor worn by the target is partly dissolved and takes a permanent and cumulative -1 penalty to the AC it offers. The armor is destroyed if the penalty reduces its AC to 10""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390058769/3KJgCawZJB9BPUC4SHaMFA/original.png,4.0,85,7,20,0,0,0,20,20,2,0,3,0,0,0,4,0,6,0,0,1,0,0,10,1,0,0,0,0,0,5.0,0,24.5,4.0,0,28.5,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5.0,100.8,14.0,6.0,28.0,14.0,2.0,30.0,40,0,60,0,-7.0,-1.0,0.5,0.0,1.0,-10.0,0.0,100.8,0.125,0.25,120.8,0.0,30.2,30.2,90.6,0.0,0.0,-5.599999999999994,black pudding,cr2
Ghost,Medium,undead,Any Alignment,45 (10d8),11,"0 ft., fly 40 ft. It can hover.",4,"1,100",7,-2,13,1,10,0,10,0,12,1,17,3,—,—,—,—,"Acid, Fire, Lightning, Thunder; Bludgeoning, Piercing, and Slashing From Nonmagical Attacks","Cold, Necrotic, Poison","Charmed, Exhaustion, Frightened, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained",11,Darkvision 60 Ft.,Any Languages It Knew In Life,"[{""Name"":""Ethereal Sight"",""Desc"":""The ghost can see 60 ft. into the Ethereal Plane when it is on the Material Plane, and vice versa.""},{""Name"":""Incorporeal Movement"",""Desc"":""The ghost can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object.""}]","[{""Name"":""Withering Touch"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""5"",""Reach"":""5 ft."",""Target"":""one target"",""Damage"":""4d6 + 3"",""Damage Type"":""necrotic""},{""Name"":""Etherealness"",""Desc"":""The ghost enters the Ethereal Plane from the Material Plane, or vice versa. It is visible on the Material Plane while it is in the Border Ethereal, and vice versa, yet it can't affect or be affected by anything on the other plane.""},{""Name"":""Horrifying Visage"",""Desc"":""Each non-undead creature within 60 ft. of the ghost that can see it must succeed on a DC 13 Wisdom saving throw or be frightened for 1 minute. If the save fails by 5 or more, the target also ages 1d4 x 10 years. A frightened target can repeat the saving throw at the end of each of its turns, ending the frightened condition on itself on a success. If a target's saving throw is successful or the effect ends for it, the target is immune to this ghost's Horrifying Visage for the next 24 hours. The aging effect can be reversed with a greater restoration spell, but only within 24 hours of it occurring.""},{""Name"":""Possession (Recharge 6)"",""Desc"":""One humanoid that the ghost can see within 5 ft. of it must succeed on a DC 13 Charisma saving throw or be possessed by the ghost; the ghost then disappears, and the target is incapacitated and loses control of its body. The ghost now controls the body but doesn't deprive the target of awareness. The ghost can't be targeted by any attack, spell, or other effect, except ones that turn undead, and it retains its alignment, Intelligence, Wisdom, Charisma, and immunity to being charmed and frightened. It otherwise uses the possessed target's statistics, but doesn't gain access to the target's knowledge, class features, or proficiencies.  The possession lasts until the body drops to 0 hit points, the ghost ends it as a bonus action, or the ghost is turned or forced out by an effect like the dispel evil and good spell. When the possession ends, the ghost reappears in an unoccupied space within 5 ft. of the body. The target is immune to this ghost's Possession for 24 hours after succeeding on the saving throw or after the possession ends.""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390063401/IS8hhuVyUn0uuf_SPQJMeA/original.png,4.0,45,11,0,40,0,0,0,40,1,1,2,0,0,6,3,0,9,1,60,0,0,0,10,4,0,0,0,0,0,5.0,13,17.0,0.0,0,17.0,0,0,0,0,0,[],0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5.0,100.8,14.0,6.0,28.0,14.0,2.0,30.0,40,0,60,0,-3.0,-1.0,-11.0,-1.0,0.0,-30.0,70.56,30.239999999999995,0.125,0.25,56.739999999999995,7.092499999999999,14.184999999999999,21.277499999999996,35.4625,0.0,0.0,9.537500000000001,undead,cr2
